,COMUNAS,BARRIOS,LUGAR_DEL_HECHO,N_VICTIMAS,pos x,pos y
367,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"De Los Corrales Av. y Paz, Gral. Av.",1,-58.50877521,-34.66977709
368,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Alberdi, Juan Bautista Av. y Carhue",1,-58.51232237,-34.6590353
369,7,FLORES - PARQUE CHACABUCO,Castañares Av. y Rivera Indarte Av.,1,-58.44744156,-34.64567171
370,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Larrazabal y Garzon, Eugenio, Gral. Av.",1,-58.49441273,-34.65869968
371,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",1,-58.47976785,-34.69153196
372,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Av. Alicia Moreau de Justo y Cochabamba,1,-58.36523349,-34.62260331
373,3,BALVANERA - SAN CRISTOBAL,"Entre Rios Av. y Garay, Juan De Av.",2,-58.39118948,-34.62704273
374,3,BALVANERA - SAN CRISTOBAL,"Entre Rios Av. y Garay, Juan De Av.",2,-58.39118948,-34.62704273
375,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Directorio Av. y Guardia Nacional,1,-58.49019551,-34.65015854
376,5,ALMAGRO - BOEDO,Pavon Av. Y Colombres,1,-58.41644362,-34.63023775
377,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Av. Gral. Paz y Av. Dr. Ricardo Balbín,1,-58.5007381,-34.5497951
378,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Pichincha Av. y Brasil,1,-58.39626094,-34.63036565
379,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,27 De Febrero Av. y Pergamino,1,-58.43284809,-34.67051543
380,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,1,-58.52280139,-34.63659934
381,14,PALERMO,Cordoba Av. y Gascon,1,-58.4233693,-34.59774487
382,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,15 De Noviembre De 1889 1513,1,-58.38691681,-34.63105973
383,14,PALERMO,"Salguero, Jeronimo y Beruti",1,-58.4116902,-34.5857988
384,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",1,-58.46739825,-34.65117757
385,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"AU Héctor J. Cámpora y Roca, Cnel. Av.",1,-58.44483258,-34.67152226
386,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Av. Varela y Av. Int. Francisco Rabanal,1,-58.43254025,-34.66128115
387,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Av. Gral. Paz e/ Ferre y Beron de Astrada,2,-58.47199387,-34.69640164
388,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Av. Gral. Paz e/ Ferre y Beron de Astrada,2,-58.47199387,-34.69640164
389,7,FLORES - PARQUE CHACABUCO,Rivadavia Av. y Pedernera,1,-58.46411215,-34.62925068
390,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Elvira Rawson de Dellepiane 150,1,-58.36217754,-34.62367156
391,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"Paz, Gral. Av. y Zapiola",1,-58.48098594,-34.5407313
392,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,FAMATINA Y DIOGENES TABORDA,1,-58.41083404,-34.64640709
393,7,FLORES - PARQUE CHACABUCO,Av. Castañares y Bonorino,1,-58.44609828,-34.64446729
394,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AU Frondizi 9 de Julio Sur y Av. Suarez,1,-58.37709334,-34.64035082
395,7,FLORES - PARQUE CHACABUCO,Nazca Av. y Rivadavia Av.,1,-58.46963952,-34.63070603
396,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"Figueroa Alcorta, Pres. Av. y Echeverria",1,-58.43674281,-34.55161027
397,3,BALVANERA - SAN CRISTOBAL,Rivadavia Av. y Jujuy Av.,1,-58.4059686,-34.61011987
398,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"De Los Italianos Av. y Guemes, Macacha",1,-58.36154069,-34.60463618
399,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Tucuman y Alem, Leandro N. Av.",1,-58.37062179,-34.60066507
400,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"Corrientes Av. y Gallardo, Angel Av.",1,-58.43220014,-34.60207186
401,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,1,-58.46958442,-34.64949724
402,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Muñecas y Serrano,1,-58.44671397,-34.59970903
403,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",1,-58.47152163,-34.61474911
404,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Solis e Independencia Av.,1,-58.39032921,-34.61807951
405,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Bosch, Ventura y Paz, Gral. Av.",1,-58.52887773,-34.64297861
406,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"Paz, Gral. Av. 14800",1,-58.49371157,-34.67981324
407,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Av. Eva Perón 5321,1,-58.48266599,-34.66012327
408,3,BALVANERA - SAN CRISTOBAL,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",1,-58.40612253,-34.60774301
409,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Rabanal y San Pedrito,1,-58.43613623,-34.66292532
410,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Monroe y Alvarez Thomas Av.,1,-58.48250732,-34.57208238
411,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Rivadavia Av. y Manzoni,1,-58.49945705,-34.6374328
412,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AU Dellepiane Luis Tte. Gral. y Larrazabal,1,-58.47743966,-34.67233407
413,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Paz, Gral. Av. y Peron, Eva Av.",1,-58.5025179,-34.67450313
414,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU Perito Moreno y Reservistas Argentinos,1,-58.52144411,-34.63682499
415,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Saenz Av. y Ventana,1,-58.41650465,-34.65084045
416,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Avda. General Paz y Cnel. Ramón Falcón,1,-58.52994219,-34.64055918
417,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Av. Gral. Paz y Av. de los Constituyentes,1,-58.50993046,-34.56919739
418,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Paz, Gral. Av. 11200",2,-58.52844623,-34.64592873
419,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Paz, Gral. Av. 11200",2,-58.52844623,-34.64592873
420,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"Newbery, Jorge Av. y Guevara",1,-58.45021367,-34.58695347
421,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Gaona Av. y Segurola Av.,1,-58.49022072,-34.62770192
422,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Madero, Eduardo Av. 550",1,-58.36860866,-34.60106568
423,2,RECOLETA,"AU Arturo Illia y Castillo, Ramon S.",1,-58.39490504,-34.57241534
424,7,FLORES - PARQUE CHACABUCO,Nazca Av. y Rivadavia Av.,1,-58.46963952,-34.63070603
425,7,FLORES - PARQUE CHACABUCO,La Plata Av. y Caseros Av.,1,-58.42349365,-34.64019887
426,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Belgrano Av. y Peru,1,-58.37471802,-34.61265002
427,7,FLORES - PARQUE CHACABUCO,Rivadavia Av. 7013,1,-58.46438789,-34.62913916
428,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Adolfo Alsina y Santiago del Estero,1,-58.38481975,-34.61100424
429,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Bermudez 1893,1,-58.50751833,-34.62073702
430,7,FLORES - PARQUE CHACABUCO,Santander 1974,1,-58.44682986,-34.63888084
431,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Julieta Lanteri 1400,1,-58.3600465,-34.61381341
432,5,ALMAGRO - BOEDO,Maza y Av. Independencia,1,-58.41509546,-34.62085945
433,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. 5172",1,-58.50997604,-34.57251072
434,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"Olivera Av. y Alberdi, Juan Bautista Av.",1,-58.48606475,-34.64047818
435,2,RECOLETA,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",1,-58.38526125,-34.5780581
436,7,FLORES - PARQUE CHACABUCO,"CASTAÑARES AV. Y MORENO, PERITO AV.",1,-58.45463662,-34.65082149
437,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,SAN MARTIN AV. Y TERRADA,1,-58.49121672,-34.59718073
438,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PERON, EVA AV. Y MEDINA",1,-58.47325712,-34.65284605
439,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",1,-58.52108101,-34.63382309
440,14,PALERMO,"OBLIGADO RAFAEL, AV. COSTANERA 4650",1,-58.41652702,-34.55509606
441,5,ALMAGRO - BOEDO,"MITRE, BARTOLOME Y YATAY",1,-58.42891604,-34.6107166
442,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"PAZ, GRAL. AV. 16080",1,-58.47802293,-34.69156793
443,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,CHACABUCO Y SAN JUAN AV.,1,-58.37564821,-34.62200207
444,14,PALERMO,DEL LIBERTADOR AV. 4100,2,-58.42668489,-34.56961468
445,14,PALERMO,DEL LIBERTADOR AV. 4100,2,-58.42668489,-34.56961468
446,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",1,-58.5183993,-34.66252488
447,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",1,-58.48432691,-34.67665828
448,7,FLORES - PARQUE CHACABUCO,SALVIGNY Y MOM,1,-58.4338383,-34.64457699
449,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"LAMARCA, EMILIO 5402",1,-58.51664939,-34.58657938
450,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,SAN MARTIN AV. 5638,1,-58.49613012,-34.59703502
451,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",1,-58.38313603,-34.63356284
452,3,BALVANERA - SAN CRISTOBAL,MEXICO Y PICHINCHA,1,-58.39914719,-34.61632317
453,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",1,-58.44927253,-34.54048625
454,13,BELGRANO - COLEGIALES - NUÃ‘EZ,DEL LIBERTADOR AV. 6326,1,-58.45049163,-34.55374003
455,5,ALMAGRO - BOEDO,CHICLANA AV. 3444,1,-58.41288952,-34.63572989
456,7,FLORES - PARQUE CHACABUCO,BOYACA AV. Y YERBAL,1,-58.45743597,-34.62561234
457,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),1,-58.39123782,-34.62352245
458,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PAZ, GRAL. AV. Y JACQUES, AMADEO",1,-58.52922765,-34.63637963
459,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957
460,5,ALMAGRO - BOEDO,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",1,-58.41458534,-34.60937557
461,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",1,-58.47976785,-34.69153196
462,2,RECOLETA,SANTA FE AV. Y AZCUENAGA,1,-58.39990285,-34.59511714
463,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",1,-58.46051346,-34.60588536
464,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",1,-58.47976785,-34.69153196
465,7,FLORES - PARQUE CHACABUCO,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",1,-58.45457546,-34.62447891
466,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047
467,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",1,-58.46415322,-34.6044379
468,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",1,-58.36607137,-34.62150748
469,7,FLORES - PARQUE CHACABUCO,"MORENO, PERITO AV. 3050",1,-58.45537373,-34.65093074
470,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,SUIPACHA 665,1,-58.37942637,-34.60053054
471,6,CABALLITO,RIGLOS Y FORMOSA,1,-58.4368044,-34.62147504
472,3,BALVANERA - SAN CRISTOBAL,LA RIOJA E INDEPENDENCIA AV.,1,-58.40778291,-34.61971907
473,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",1,-58.45212523,-34.54628513
474,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,SANTO TOME Y SEGUROLA AV.,1,-58.50512382,-34.61520391
475,7,FLORES - PARQUE CHACABUCO,SAN PEDRITO AV. Y DIRECTORIO AV.,1,-58.46749188,-34.63551751
476,7,FLORES - PARQUE CHACABUCO,PUAN Y SANTANDER,1,-58.4426358,-34.63679732
477,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",1,-58.51140289,-34.65846419
478,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,LIMA Y CONSTITUCION,1,-58.38211431,-34.62465368
479,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047
480,5,ALMAGRO - BOEDO,BOEDO AV. 650,1,-58.41635217,-34.62036547
481,14,PALERMO,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,1,-58.41316147,-34.57579669
482,13,BELGRANO - COLEGIALES - NUÃ‘EZ,GRAL PAZ Y CABILDO,1,-58.47617802,-34.53825652
483,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,CASEROS AV. 1700,1,-58.38641783,-34.63330028
484,6,CABALLITO,AVELLANEDA AV. 1548,1,-58.45322169,-34.62038137
485,13,BELGRANO - COLEGIALES - NUÃ‘EZ,CIUDAD DE LA PAZ Y MENDOZA,1,-58.45849057,-34.56166498
486,14,PALERMO,"SALGUERO, JERONIMO Y HONDURAS AV.",1,-58.41829559,-34.59411677
487,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",1,-58.36376488,-34.63832093
488,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,ASTURIAS AV. Y CASTAÑARES AV.,1,-58.46442668,-34.66004784
489,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,GANDARA 2976,1,-58.48222035,-34.58428769
490,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208
491,7,FLORES - PARQUE CHACABUCO,BOYACA AV. 305,1,-58.45877601,-34.62330939
492,13,BELGRANO - COLEGIALES - NUÃ‘EZ,ARTILLEROS Y LA PAMPA,1,-58.44196498,-34.55760517
493,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,1,-58.50622631,-34.63627822
494,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,1,-58.3841088,-34.63099197
495,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",1,-58.48100602,-34.63504312
496,13,BELGRANO - COLEGIALES - NUÃ‘EZ,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,1,-58.45200171,-34.5578132
497,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",1,-58.44462132,-34.56201105
498,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,FOREST AV. Y MAURE,1,-58.45220688,-34.58711712
499,7,FLORES - PARQUE CHACABUCO,"BOYACA AV. Y AVELLANEDA AV,",1,-58.4596221,-34.6224514
500,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,BARCO CENTENERA DEL Y TILCARA,1,-58.4197085,-34.65414867
501,7,FLORES - PARQUE CHACABUCO,RIESTRA AV. Y BOLIVAR,1,-58.44187596,-34.64938031
502,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"CASTRO, EMILIO 4706",1,-58.49101637,-34.64276621
503,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,27 DE FEBRERO AV. 5600,1,-58.42493829,-34.66256502
504,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"GARAY, JUAN DE AV. 2874",1,-58.40489318,-34.62930162
505,14,PALERMO,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",1,-58.4268668,-34.59217875
506,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,PRIMERA JUNTA Y OLIVERA AV.,1,-58.479611,-34.65620398
507,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",1,-58.47439934,-34.63524207
508,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,ALVAREZ THOMAS AV. 1788,1,-58.46711912,-34.57926018
509,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",1,-58.46514781,-34.53465378
510,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,SAN ANTONIO Y LUJAN,1,-58.37571078,-34.65584079
511,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,1,-58.37157668,-34.65429986
512,14,PALERMO,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",1,-58.39811256,-34.58070186
513,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",1,-58.41125934,-34.6541774
514,5,ALMAGRO - BOEDO,AGRELO Y COLOMBRES,1,-58.41822901,-34.61866836
515,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"CABILDO AV. y PAZ, GRAL. AV.",1,-58.47617802,-34.53825652
516,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,ELCANO AV. 4300,1,-58.46141281,-34.58623761
517,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",1,-58.42985146,-34.6611974
518,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,MONTE Y CORVALAN,1,-58.48457413,-34.6583909
519,7,FLORES - PARQUE CHACABUCO,TANDIL Y LA FUENTE,1,-58.46572884,-34.63628186
520,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,CARDOSO Y BACACAY,1,-58.49261744,-34.6341913
521,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,CORRIENTES AV. 6700,1,-58.45283186,-34.5884156
522,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,ALVAREZ THOMAS AV. Y MENDOZA,1,-58.47973681,-34.57418656
523,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",1,-58.40623949,-34.65076549
524,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",1,-58.36244648,-34.63107887
525,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"ALBERDI, JUAN BAUTISTA AV. 5455",1,-58.49962423,-34.64868027
526,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"JUSTO, JUAN B. AV. Y CAMARGO",1,-58.44551437,-34.59559816
527,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"BRIN, MINISTRO Y SUAREZ",1,-58.35608181,-34.63420319
528,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"NIZA Y JUSTO, JUAN B. AV.",1,-58.46483679,-34.60907662
529,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,CAMARGO Y SERRANO,1,-58.44368628,-34.59724326
530,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,1,-58.37864583,-34.62907067
531,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,CASEROS AV. Y PIEDRAS,1,-58.37560352,-34.62726382
532,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"AUTOPISTA PERITO MORENO KM 5,6",1,-58.47721439,-34.64815069
533,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,GUZMAN 365,1,-58.45134029,-34.58984288
534,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,de los constituyentes av. 4300,1,-58.49040794,-34.58368803
535,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"MORENO, PERITO AV. Y TILCARA AV.",1,-58.42102679,-34.64991178
536,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"IBARROLA Y GORDILLO, TIMOTEO",1,-58.52219407,-34.64143926
537,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"PAZ, GRAL. AV. Y GRIVEO",1,-58.52169422,-34.5947164
538,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,RIVADAVIA AV. Y PERGAMINO,1,-58.47460416,-34.63206174
539,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,URIARTE Y LOYOLA,1,-58.43910409,-34.59213355
540,7,FLORES - PARQUE CHACABUCO,SARAZA Y VARELA AV.,1,-58.45019436,-34.64646409
541,3,BALVANERA - SAN CRISTOBAL,RIVADAVIA AV. Y COMBATE DE LOS POZOS,1,-58.39337644,-34.60927582
542,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,RODRIGUEZ PEÑA Y RIVADAVIA AV.,1,-58.39055614,-34.60919284
543,3,BALVANERA - SAN CRISTOBAL,24 DE NOVIEMBRE Y SAN JUAN AV.,1,-58.41036975,-34.62477021
544,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,LAFUENTE AV. 2250,1,-58.44925765,-34.65412546
545,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,CHILE Y LIMA ,1,-58.3815685,-34.61648696
546,2,RECOLETA,CORDOBA AV. Y JEAN JAURES,1,-58.40662899,-34.59804521
547,5,ALMAGRO - BOEDO,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",1,-58.41985649,-34.6060085
548,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,9 DE JULIO AV. Y SAN JUAN AV.,1,-58.38099833,-34.62214953
549,5,ALMAGRO - BOEDO,COLOMBRES 466,1,-58.41803309,-34.61823178
550,3,BALVANERA - SAN CRISTOBAL,MEXICO 2860,1,-58.40604003,-34.61783553
